Virus,VirusTaxID
fowl aviadenovirus b,190062
fowl aviadenovirus e,190065
fowl aviadenovirus sp.,1972696
gallid alphaherpesvirus 1,10386
gallid alphaherpesvirus 3,35250
gallid herpesvirus,39566
galliform aveparvovirus 1,1511865
galliform chaphamaparvovirus 2,2734300
gallivirus a,1511776
gallivirus pf-chk1/gv,1766557
gallivirus sp.,2809412
gemycircularvirus chicas2,2844428
gyrovirus homsa1,2844802
gyrovirus homsa3,2844804
ic4 retrovirus,36381
jdv virus,12521
kedah fatal kidney syndrome virus,2576440
megrivirus sp.,2809560
orivirus a,2170052
orthohepevirus b,1678144
parvovirus ac-2012,1216504
parvovirus usp336-5/brazil/2009,746112
parvovirus usp336-7/brazil/2009,746113
parvovirus usp369-d/brazil/2009,984274
parvovirus usp369-e/brazil/2009,984275
parvovirus usp371-1/brazil/2009,984276
parvovirus usp371-4/brazil/2009,984277
parvovirus usp391-2/brazil/2009,984278
parvovirus usp400-2b/brazil/2010,984279
parvovirus usp400-4b/brazil/2010,984280
parvovirus usp400-8a/brazil/2010,984281
parvovirus usp400-9a/brazil/2010,984282
phacovirus by/phv,1766560
phacovirus cab/phv,1766561
phacovirus dm/phv,1766562
phacovirus gt/phv,1766563
phacovirus ng/phv,1766564
phacovirus pf-chk1/phv,1766565
phacovirus sp.,2108520
phacovirus tr/phv,1766566
phacovirus vg/phv,1766567
picobirnavirus hk-2014,1566334
picornavirus chicken/chk1/usa/2010,990662
picornavirus chicken/chk148/usa/2010,990663
picornavirus chicken/chk165/usa/2010,990664
picornavirus chicken/chk168/usa/2010,990665
picornavirus chicken/chk175/usa/2010,990666
pigeon-dominant coronavirus,1649336
porprismacovirus chicas2,2845885
porprismacovirus chicas3,2845886
porprismacovirus chicas4,2845887
porprismacovirus chicas5,2845888
porprismacovirus chicas6,2845889
porprismacovirus chicas7,2845890
protoparvovirus hk-2014,1566336
rous sarcoma virus,11886
sicinivirus a,1755588
sicinivirus sp.,1930506
sicinivirus ucc1,1511773
small anellovirus,393049
sunguru sunrhavirus,2734408
tremovirus a,70796
turkey siadenovirus a,298333
turkeypox virus,336486
eastern mosquitofish arenavirus,2830709
eastern mosquitofish bastrovirus,2830722
eastern mosquitofish hepevirus,2830712
aquabirnavirus garra/f73-11/irl/2011,1107397
garrulus glandarius genomoviridae sp.,2814974
garrulus glandarius parvoviridae sp.,2794508
gaviid herpesvirus 1,690285
gazella spekei gammaherpesvirus 1,2716981
cervidpoxvirus gazelle/042751/minnesota/2011,1107944
gazza minuta nervous necrosis virus,683900
gekko adenovirus,346176
hainan gekko similignum astrovirus,2116329
rafivirus b,2560699
genet fecal picobirnavirus,1504565
gamboa orthobunyavirus,1933270
gephyroberyx darwinii ranavirus,1390985
adenovirus predict_adv-23,2710957
keuraliba ledantevirus,1978538
rodent paramyxovirus lr11-80,1383943
gerrhosaurid herpesvirus 2,172931
gerygone associated gemycircularvirus 1,1985381
gerygone associated gemycircularvirus 2,1985382
gerygone associated gemycircularvirus 3,1985383
deltapapillomavirus 7,2169867
pestivirus g,2170086
ludrick hepadnavirus fl13,2813191
ludrick picornavirus fl14,2813192
glis glis polyomavirus 1,2170404
delphin genomovirus 3,2817780
adenovirus predict_adv-14,2710947
adenovirus predict_adv-81,2711008
adenovirus predict_adv-87,2711009
bat coronavirus glo.sor/100/bra/2014,1897074
bat coronavirus/4620/2014/glossophaga soricina/brazil,1868638
bat paramyxovirus glo_sor/br190/bra/2009,1112692
coronavirus predict cov-13,2042540
glossophaga soricina betaherpesvirus,2781101
unclassified avian avulavirus strain musk lorikeet/melbourne/ml22-141263/2014,2115844
french guiana reovirus,2803189
glyptemys herpesvirus,1536431
emydid herpesvirus,1536430
guangxi chinese leopard gecko hepacivirus,2116374
guangxi chinese leopard gecko picornavirus,2116185
wenling bighead beaked sandfish astrovirus,2116121
wenling bighead beaked sandfish picornavirus,2116191
tortoise genomovirus 1,2582870
tortoise genomovirus 10,2582871
tortoise genomovirus 11,2582872
tortoise genomovirus 12,2582873
tortoise genomovirus 13,2582874
tortoise genomovirus 14,2582875
tortoise genomovirus 15,2582876
tortoise genomovirus 16,2582877
tortoise genomovirus 17,2582878
tortoise genomovirus 18,2582879
tortoise genomovirus 19,2582880
tortoise genomovirus 2,2582881
tortoise genomovirus 20,2582882
tortoise genomovirus 21,2582883
tortoise genomovirus 22,2582884
tortoise genomovirus 23,2582885
tortoise genomovirus 3,2582886
tortoise genomovirus 4,2582887
tortoise genomovirus 5,2582888
tortoise genomovirus 6,2582889
tortoise genomovirus 7,2582890
tortoise genomovirus 8,2582891
tortoise genomovirus 9,2582892
tortoise herpesvirus 2,314498
adenovirus predict_adv-2,2710953
gorilla beringei beringei adenovirus 7,1399589
gorilla beringei beringei cytomegalovirus,1869108
gorilla beringei beringei cytomegalovirus 1,1962169
gorilla beringei beringei cytomegalovirus 2,1962168
gorilla beringei beringei lymphocryptovirus 1,1869106
gorilla beringei beringei polyomavirus,1792572
gorilla beringei beringei rhadinovirus 1,1869110
gorilla beringei graueri adenovirus 8,1399590
gorilla beringei graueri adenovirus 9,1399591
gorilla beringei graueri polyomavirus,1790071
gorilla beringei graueri polyomavirus 1,1236396
gorilla gorilla beringei adenovirus 3,1076301
gorilla gorilla beringei adenovirus 4,1076302
gorilla gorilla beringei adenovirus 5,1076303
gorilla gorilla beringei adenovirus 6,1076304
gorilla polyomavirus 1,2558522
gorilla polyomavirus 2,2558523
human mastadenovirus b,108098
human metapneumovirus,162145
mountain gorilla alphaherpesvirus,2760741
polyomavirus predict_pyv-5,2558889
polyomavirus predict_pyv-6,2558890
polyomavirus predict_pyv-7,2558891
astrovirus gab 438,1899317
bocavirus gorilla/gg-cp1426/cmr,877180
enterovirus b,138949
enterovirus c,138950
enterovirus d,138951
enterovirus mb6123,1393013
enterovirus mb6128,1393014
enterovirus mb6165,1393015
enterovirus mb6196,1393016
gorilla associated porprismacovirus 1,2170111
gorilla gorilla adenovirus,1916696
gorilla gorilla adenovirus b23,1827163
gorilla gorilla cytomegalovirus 1.1,660661
gorilla gorilla cytomegalovirus 2.1,660662
gorilla gorilla cytomegalovirus 2.2,660663
gorilla gorilla gorilla adenovirus 1,1076305
gorilla gorilla gorilla adenovirus 2,1076306
gorilla gorilla gorilla polyomavirus,1790070
gorilla gorilla gorilla polyomavirus 2,1236397
gorilla gorilla herpesvirus 7,1543219
gorilla gorilla lymphocryptovirus 1,212721
gorilla gorilla lymphocryptovirus 2,203136
gorilla gorilla polyomavirus 1,1891725
gorilla lymphocryptovirus 1,137878
gorilla polyomavirus,887569
human mastadenovirus e,130308
human orthorubulavirus 2,2560525
partitiviridae sp.,1955170
porprismacovirus goras1,2845895
posa-like virus,2081950
primate bocaparvovirus 2,1511872
western lowland gorilla simian foamy virus,2170204
magpie hepacivirus,2777467
mudlarkpox virus,2811215
ross river virus,11029
mammarenavirus sp.,2022412
cetacea gammaherpesvirus,359947
grampus griseus alphaherpesvirus,1758215
grampus griseus gammaherpesvirus,1758219
hawaiian cetacean morbillivirus,1665475
caliciviridae sp.,1916234
circovirus sp.,1964372
gruiform aveparvovirus 1,2734308
grus japonensis chaphamaparvovirus,2794490
grus japonensis circoviridae sp.,2815001
grus japonensis cress-dna-virus sp.,2815045
grus japonensis genomoviridae sp.,2814961
grus japonensis parvoviridae sp.,2794512
grus monacha cress-dna-virus sp.,2815037
grus monacha genomoviridae sp.,2814962
torque teno mustelid virus 2,2817739
wolvfec circovius,2817738
french guiana picornavirus,2803188
magpiepox virus,2670734
wenling moray eel hepacivirus,2116381
wenling moray eel hepevirus,2116398
griffon vulture papillomavirus,2219104
vulture herpesvirus,285986
coronavirus oystercatcher/p17/2006/gbr,643399
eurasian oystercatcher coronavirus,1446361
avipoxvirus hupv1/nzl/1992,986725
avipoxvirus isolate oregon,1294110
avipoxvirus isolate utah,1294116
avipoxvirus isolate washington,1294117
avipoxvirus white-tailed eagle/hokkaido/jpn/2004,880350
avipoxvirus isolate alaska,1294089
avipoxvirus isolate florida,1294097
avipoxvirus isolate minnesota,1294105
bald eagle hepacivirus,2654971
bald eagle poxvirus,1740857
eagle poxvirus,2304054
phocid herpesvirus 7,1628896
pinniped erythroparvovirus 1,2734320
seal parapoxvirus,187984
batfish actinovirus,2560342
wenling minipizza batfish reovirus 1,2116338
wenling minipizza batfish reovirus 2,2116339
wenling minipizza batfish reovirus 3,2116340
wenling minipizza batfish reovirus 4,2116341
halobatrachus didactylus betanodavirus,1537271
eastern lesser bamboo lemur adenovirus,2301503
hainan hebius popei arterivirus,2116439
hainan hebius popei torovirus,2116385
adenovirus predict_adv-75,2711003
ursid gammaherpesvirus 1,1226368
big eyed perch arenavirus fl1,2813181
big eyed perch astrovirus fl2,2813182
polyomavirus predict_pyv-28,2710902
lizard atadenovirus a,2003672
ferlavirus sp.,2005442
gila monster-associated gemycircularvirus,2249931
helodermatid adenovirus 1,270906
helodermatid herpesvirus 1,1746170
guangdong spotted longbarbel catfish picornavirus,2116182
sharpbelly cultervirus,2560753
wuhan sharpbelly calicivirus,2116391
wuhan sharpbelly picornavirus 1,2116200
wuhan sharpbelly picornavirus 2,2116201
wuhan sharpbelly picornavirus 3,2116202
gecko reptillovirus,2560481
hainan astro-like virus 1,2116149
hainan oriental leaf-toed gecko astrovirus 1,2116133
hainan oriental leaf-toed gecko astrovirus 2,2116134
hainan oriental leaf-toed gecko hepacivirus,2116376
hainan oriental leaf-toed gecko picornavirus,2116188
hemidactylus frenatus papillomavirus,2588389
hemidactylus frenatus papillomavirus 2,2670336
avipoxvirus hnpv/nzl/2002,986718
eublepharid adenovirus 1,270903
wenling japanese topeshark astrovirus,2116151
wenling japanese topeshark birnavirus,2116469
dongtou red stingray astrovirus,2116414
human associated gemykibivirus 3,2004960
mongoose associated gemycircularvirus 1,1985388
mongoose associated gemykibivirus 1,2004963
rhinolophus associated gemykibivirus 1,2004965
wenling japanese thread-sail fish astrovirus,2116334
atlantic halibut reovirus,1577805
hippoglossus hippoglossus betanodavirus,235464
hippopotamus amphibius rhadinovirus 1,308719
bat paramyxovirus hip_aba/gb59-59/gha/2009,1112664
bat associated circovirus 11,2560339
bat astrovirus ha/guangxi/hz04/2007,627519
bat astrovirus ha/guangxi/l13/2007,627520
bat astrovirus ha/guangxi/lg02/2007,627521
bat astrovirus ha/guangxi/lg03/2007,627522
bat astrovirus ha/guangxi/lh10/2007,627523
bat astrovirus ha/guangxi/ls10/2007,627524
bat astrovirus ha/guangxi/ls11/2007,627525
bat astrovirus ha/guangxi/ly03/2007,627526
bat astrovirus ha/guangxi/ly07/2007,627527
bat astrovirus ha/guangxi/pd03/2007,627528
bat astrovirus ha/guangxi/td03/2007,627529
bat astrovirus ha/guangxi/ww06/2007,627530
bat astrovirus ha/qx48/guangxi,1523957
bat astrovirus hi/guangxi/px05/2007,2559934
bat astrovirus tm/guangxi/ld145/2007,627570
bat astrovirus tm/guangxi/ld39/2007,627577
bat astrovirus tm/guangxi/ld46/2007,627580
bat coronavirus hipposideros/ratcha-67/tha/2007,1018469
bat picornavirus 3,1074865
bat rhabdovirus,1638137
chiropteran dependoparvovirus 1,1511897
cyclovirus sp.,1983780
hepatovirus sp.,2107573
paramyxovirus yn12103/chn/2012,1348070
paramyxovirus yn12103/chn/2012/predict-eha-156-12-ah-yld011,1688620
rhinolophus bat coronavirus hku2,693998
vespertilionid betacoronavirus,2042701
coronavirus predict cov-36,2042561
adenovirus predict_adv-36,2710970
adenovirus predict_adv-48,2710982
adenovirus predict_adv-49,2710983
adenovirus predict_adv-50,2710984
bat coronavirus gabon/292/2009,1225483
bat coronavirus gabon/390/2009,1225484
bat coronavirus gabon/391/2009,1225485
bat paramyxovirus hip_caf/gb091001/gab/2009,1112601
bat paramyxovirus hip_caf/gb09670/gab/2009,1112658
bat paramyxovirus hip_caf/gb09790/gab/2009,1112660
bat paramyxovirus hip_caf/gb59-30/gha/2009,1112663
coronavirus predict cov-32,2042557
coronavirus predict cov-43,2042569
coronavirus predict cov-44,2042570
coronavirus predict cov-62,2042586
paramyxovirus predict_pmv-174,2711090
paramyxovirus predict_pmv-60,1647260
polyomavirus predict_pyv-14,2558883
polyomavirus predict_pyv-24,2558887
paramyxovirus predict_pmv-110,2711029
paramyxovirus predict_pmv-72,1647271
paramyxovirus predict_pmv-74,1647273
paramyxovirus predict_pmv-81,2711102
paramyxovirus predict_pmv-98,2711116
paramyxovirus predict_pmv-99,2711117
astrovirus yn12018/chn/2012,1348066
paramyxovirus yn12003/chn/2012,1348069
xuan son mobatvirus,2555873
adenovirus predict_adv-66,2558898
adenovirus predict_adv-67,2558899
bat coronavirus 2231/philippines/2010,1117225
coronavirus predict cov-52,2042576
paramyxovirus predict_pmv-108,2711027
paramyxovirus predict_pmv-73,1647272
coronavirus predict cov-51,2042575
paramyxovirus predict_pmv-75,1647274
coronavirus predict_cov-92,2717670
coronavirus predict_cov-93,2717671
coronavirus predict_cov-96,2717673
paramyxovirus predict_pmv-48,1647248
bat astrovirus hil/gx/bszt12,1748291
bat astrovirus hl/fg04/hainan,1523958
bat astrovirus hl/fg05/hainan,1523959
bat astrovirus hl/fg07/hainan,1523960
bat astrovirus hl/fg10/hainan,1523961
bat astrovirus hl/fg14/hainan,1523962
bat astrovirus hl/fg17/hainan,1523963
bat astrovirus hl/fg19-1/hainan,1523964
bat astrovirus hl/fg19-2/hainan,1523965
bat astrovirus hl/fg19-3/hainan,1523966
bat astrovirus hl/fk29-1/guangxi,1523967
bat astrovirus hl/fk29-2/guangxi,1523968
bat astrovirus hl/fk34/guangxi,1523969
bat astrovirus hl/guangxi/ld117/2007,627531
bat astrovirus hl/guangxi/px05/2007,627532
bat astrovirus hl/guangxi/wt03/2007,627533
bat astrovirus hl/ld34/hainan,1523970
bat astrovirus hl/ld41/hainan,1523971
bat astrovirus hl/mg24/hainan,1523972
bat astrovirus hl/mg27/hainan,1523973
bat astrovirus hl/mg30/hainan,1523974
bat coronavirus hipposideros/kt/thailand/2007,890398
bat gemycircularvirus,2576222
bat hepadnavirus,2126131
coronavirus predict cov-53,2042577
hipposideros larvatus gammaretrovirus,2730659
hipposideros larvatus polyomavirus 1,2447801
hipposideros pomona bat coronavirus chb25,2691598
miniopterus schreibersii astrovirus 4,1195287
bat coronavirus 1,2042696
coronavirus predict cov-27,2042553
paramyxovirus predict_pmv-14,1647214
paramyxovirus predict_pmv-17,1647217
paramyxovirus predict_pmv-27,1647227
bat astrovirus hp/guangxi/bz9/2007,627534
bat astrovirus hp/guangxi/cj04/2007,627535
bat astrovirus hp/guangxi/hy11/2007,627536
bat astrovirus hp/guangxi/lc01/2007,627537
bat astrovirus hp/guangxi/lc08/2007,627539
bat astrovirus hp/guangxi/ww08/2007,627540
bat coronavirus hpbtcov/3723,1788418
bat coronavirus hpbtcov/3740-1,1788413
bat coronavirus hpbtcov/3740-2,1788419
bat hepatitis virus,1303386
dode virus,2421283
hipposideros bat alphacoronavirus strain mj_55c,1699358
hipposideros bat alphacoronavirus strain mj_67c,1699359
hipposideros bat coronavirus btcov/3723,1788457
hipposideros bat coronavirus btcov/3740-1,1788458
hipposideros bat coronavirus btcov/3740-2,1788459
hipposideros pomona bat bocaparvovirus,1911553
hipposideros pomona bat coronavirus hku10-related,2691597
mamastrovirus 17,1239581
pomona bat hepatitis b virus,2049933
bat hp-betacoronavirus zhejiang2013,2501961
bat hp-betacoronavirus/zhejiang2013-1,1541206
bat hp-betacoronavirus/zhejiang2013-2,1541207
bat hp-betacoronavirus/zhejiang2013-3,1541208
bat hp-betacoronavirus/zhejiang2013-4,1541209
bat hp-betacoronavirus/zhejiang2013-5,1541210
hipposideros pratti parvovirus,1387876
bat paramyxovirus hip_rub/gb19-s/gha/2009,1112662
bat paramyxovirus hip_rub/gh19-140/gha/2009,1112655
coronavirus predict cov-20,2042547
makokou virus,1883431
paramyxovirus predict_pmv-127,2711044
paramyxovirus predict_pmv-133,2711050
paramyxovirus predict_pmv-138,2711055
paramyxovirus predict_pmv-147,2711064
paramyxovirus predict_pmv-152,2711069
paramyxovirus predict_pmv-161,2711077
paramyxovirus predict_pmv-163,2711079
paramyxovirus predict_pmv-79,2711100
paramyxovirus predict_pmv-97,2711115
roundleaf bat hepatitis b virus,1508710
hippotragine gammaherpesvirus 1,333341
alto paraguay hantavirus,261202
rio mamore hantavirus,46920
adeno-associated dependoparvovirus a,1511891
adenovirus hu/cuhka4751/2008/hkg,686195
adenovirus hu/cuhka5073/2008/hkg,686196
adenovirus hu/cuhka5173/2008/hkg,686197
adenovirus hu/cuhka5330/2008/hkg,686198
adenovirus hu/cuhka5509/2008/hkg,686199
adenovirus hu/cuhka6696/2008/hkg,686200
adenovirus hu/cuhka6807/2008/hkg,686201
adenovirus hu/rj/2006-08/brazil/2006,862148
adenovirus hu/rj/2006-13/brazil/2006,862149
adenovirus hu/rj/2006-14/brazil/2006,862150
adenovirus hu/rj/2008-317/brazil/2008,862151
adenovirus hu/rj/2008-318/brazil/2008,862152
adenovirus hu/rj/2008-319/brazil/2008,862153
adenovirus hu/rj/2008-320/brazil/2008,862154
adenovirus hu/rj/2008-322/brazil/2008,862155
adenovirus hu/rj/2008-323/brazil/2008,862156
adenovirus hu/rj/2008-324/brazil/2008,862157
adenovirus hu/rj/2008-334/brazil/2008,862158
adenovirus hu/rj/2008-335/brazil/2008,862159
adenovirus hu/rj/2008-337/brazil/2008,862160
adenovirus hu/rj/2008-338/brazil/2008,862161
adenovirus hu/rj/2008-339/brazil/2008,862162
adenovirus hu/rj/2008-340/brazil/2008,862163
adenovirus hu/rj/2008-341/brazil/2008,862164
adenovirus hu/rj/2008-342/brazil/2008,862165
adenovirus hu/rj/2008-356/brazil/2008,862166
alaskapox virus,2602439
alenquer phlebovirus,2734436
alphapapillomavirus 1,337048
alphapapillomavirus 10,333754
alphapapillomavirus 11,337049
alphapapillomavirus 13,333766
alphapapillomavirus 2,337039
alphapapillomavirus 3,333767
alphapapillomavirus 4,337043
alphapapillomavirus 5,337044
alphapapillomavirus 6,337050
alphapapillomavirus 7,337042
alphapapillomavirus 8,333757
alphapapillomavirus 9,337041
anaj hantavirus,1244521
anellovirus cya/2019,2749445
anellovirus cyb/2019,2749446
anellovirus cyc/2019,2749447
asfv-like virus wu,697906
astrovirus 2010_msc_17636_va3/hmo,1293419
astrovirus 2010_msc_18001_mlb,1293420
astrovirus dogfaeces/bari,1609131
astrovirus human/sz908/china/2008,658667
astrovirus mlb1,568715
astrovirus mlb2,683172
astrovirus mlb3,1247114
astrovirus va1/hmo-c,1602211
astrovirus va3,683174
